PROVINSI,KABUPATEN ATAU KOTA,KECAMATAN,KODE DESA ATAU KELURAHAN,DESA ATAU KELURAHAN,JUMLAH PENDUDUK
JAWA BARAT,BEKASI,CIKARANG SELATAN,3216192005,SUKARESMI,12762
JAWA BARAT,BEKASI,CIKARANG SELATAN,3216192006,SERANG,20400
JAWA BARAT,BEKASI,CIKARANG SELATAN,3216192007,PASIRSARI,23347
JAWA BARAT,BEKASI,CIKARANG PUSAT,3216202001,CICAU,7722
JAWA BARAT,BEKASI,CIKARANG PUSAT,3216202002,SUKAMAHI,9178
JAWA BARAT,BEKASI,CIBARUSAH,3216222003,RIDOMANAH,3134
JAWA BARAT,BEKASI,CIKARANG PUSAT,3216202003,PASIRANJI,4254
JAWA BARAT,BEKASI,CIKARANG PUSAT,3216202004,HEGARMUKTI,15504
JAWA BARAT,BEKASI,CIKARANG PUSAT,3216202005,JAYAMUKTI,21747
JAWA BARAT,BEKASI,CIKARANG PUSAT,3216202006,PASIRTANJUNG,8566
JAWA BARAT,BEKASI,SERANG BARU,3216212001,SUKARAGAM,48838
JAWA BARAT,BEKASI,SERANG BARU,3216212002,SIRNAJAYA,13593
JAWA BARAT,BEKASI,SERANG BARU,3216212003,SUKASARI,34661
JAWA BARAT,BEKASI,SERANG BARU,3216212005,NAGACIPTA,4970
JAWA BARAT,BEKASI,SERANG BARU,3216212006,NAGASARI,4931
JAWA BARAT,BEKASI,SERANG BARU,3216212007,CILANGKARA,6223
JAWA BARAT,BEKASI,SERANG BARU,3216212008,JAYASAMPURNA,15151
JAWA BARAT,BEKASI,CIBARUSAH,3216222001,SIRNAJATI,10030
JAWA BARAT,BEKASI,CIBARUSAH,3216222002,RIDOGALIH,6295
JAWA BARAT,BEKASI,CIBARUSAH,3216222004,WIBAWAMULYA,10367
JAWA BARAT,BEKASI,CIBARUSAH,3216222005,CIBARUSAH KOTA,17722
JAWA BARAT,BEKASI,CIBARUSAH,3216222006,CIBARUSAH JAYA,14209
JAWA BARAT,BEKASI,CIBARUSAH,3216222007,SINDANGMULYA,36087
JAWA BARAT,BEKASI,BOJONGMANGU,3216232001,KARANGMULYA,5405
JAWA BARAT,BEKASI,BOJONGMANGU,3216232002,KARANGINDAH,3466
JAWA BARAT,BEKASI,BOJONGMANGU,3216232003,BOJONGMANGU,5554
JAWA BARAT,BEKASI,BOJONGMANGU,3216232004,SUKABUNGAH,6689
JAWA BARAT,BEKASI,BOJONGMANGU,3216232005,SUKAMUKTI,4458
JAWA BARAT,BEKASI,BOJONGMANGU,3216232006,MEDALKRISNA,3829
,,,,SRENGSENG SAWAH,39266
,,,,CIGANJUR,105012
,,,,JAGAKARSA,47949
,,,,LENTENG AGUNG,123329
,,,,TANJUNG BARAT,56301
,,,,CILANDAK TIMUR,28582
,,,,RAGUNAN,43728
,,,,KEBAGUSAN,54364
,,,,PASAR MINGGU,29535
,,,,JATI PADANG,42260
,,,,PEJATEN BARAT,43186
,,,,PEJATEN TIMUR,67377
,,,,LEBAK BULUS,41775
,,,,PONDOK LABU,45407
,,,,CILANDAK BARAT,62369
,,,,GANDARIA SELATAN,25128
,,,,CIPETE SELATAN,27954
,,,,BINTARO,53148
,,,,PESANGGRAHAN,25160
,,,,ULUJAMI,45071
,,,,PETUKANGAN SELATAN,37417
,,,,PETUKANGAN UTARA,62510
,,,,PONDOK PINANG,68299
,,,,KEBAYORAN LAMA SELATA,44537
,,,,KEBAYORAN LAMA UTARA,46447
,,,,CIPULIR,41140
,,,,GROGOL SELATAN,52469
,,,,GROGOL UTARA,55807
,,,,GANDARIA UTARA,40734
,,,,CIPETE UTARA,38359
,,,,PULO,7185
,,,,PETOGOGAN,11153
,,,,MELAWAI,3534
,,,,KRAMAT PELA,13895
,,,,GUNUNG,10713
,,,,SELONG,5060
,,,,RAWA BARAT,7369
,,,,SENAYAN,5969
,,,,BANGKA,26481
,,,,PELA MAMPANG,48128
,,,,TEGAL PARANG,30524
,,,,MAMPANG PRAPATAN,25576
,,,,KUNINGAN BARAT,16625
,,,,KALIBATA,11061
,,,,RAWAJATI,4314
,,,,PANCORAN,5574
,,,,PENGADEGAN,58320
,,,,CIKOKO,26623
,,,,MENTENG DALAM,42810
,,,,TEBET BARAT,22275
,,,,TEBET TIMUR,18986
,,,,KEBON BARU,36004
,,,,BUKIT DURI,38640
,,,,MANGGARAI SELATAN,23422
,,,,MANGGARAI,29457
,,,,KARET SEMANGGI,3993
,,,,KUNINGAN TIMUR,11659
,,,,KARET KUNINGAN,27614
,,,,KARET,14033
,,,,MENTENG ATAS,42224
,,,,PASAR MANGGIS,30193
,,,,GUNTUR,5673
,,,,SETIA BUDI,6899
,,,,PEKAYON,52429
,,,,KALISARI,51273
,,,,BARU,28834
,,,,CIJANTUNG,49576
,,,,GEDONG,43295
,,,,CIBUBUR,78399
,,,,KELAPA DUA WETAN,55074
,,,,CIRACAS,77503
,,,,SUSUKAN,45527
,,,,RAMBUTAN,44436
,,,,PONDOK RANGGON,29639
,,,,CILANGKAP,32362
,,,,MUNJUL,28154
,,,,CIPAYUNG,30773
,,,,SETU,23927
,,,,BAMBU APUS,31076
,,,,CEGER,22470
,,,,LUBANG BUAYA,75748
,,,,PINANG RANTI,32491
,,,,MAKASAR,41817
,,,,KEBON PALA,56923
,,,,HALIM PERDANA KUSUMAH,35260
,,,,CIPINANG MELAYU,51377
,,,,BALE KAMBANG,34401
,,,,BATU AMPAR,57611
,,,,KAMPUNG TENGAH,53242
,,,,DUKUH,29947
,,,,KRAMAT JATI,41323
,,,,CILILITAN,48691
,,,,CAWANG,40076
,,,,KAMPUNG MELAYU,31389
,,,,CIPINANG CEMPEDAK,39301
,,,,CIPINANG BESAR SELATAN,42780
,,,,CIPINANG MUARA,66959
,,,,CIPINANG BESAR UTARA,58767
,,,,RAWA BUNGA,26209
,,,,BALI MESTER,11566
,,,,BIDARA CINA,44356
,,,,PONDOK BAMBU,73605
,,,,DUREN SAWIT,72913
,,,,PONDOK KELAPA,84965
,,,,PONDOK KOPI,42610
,,,,MALAKA JAYA,37568
,,,,MALAKA SARI,33261
,,,,KLENDER,85375
,,,,JATINEGARA,103980
,,,,PENGGILINGAN,117102
,,,,PULO GEBANG,114847
,,,,UJUNG MENTENG,35824
,,,,CAKUNG TIMUR,71987
,,,,CAKUNG BARAT,71856
,,,,RAWA TERATE,31227
,,,,PISANGAN TIMUR,49578
,,,,CIPINANG,48018
,,,,JATINEGARA KAUM,29711
,,,,JATI,39266
,,,,RAWAMANGUN,45407
,,,,KAYU PUTIH,48543
,,,,PULO GADUNG,41526
,,,,KEBON MANGGIS,19960
,,,,PAL MERIEM,24149
,,,,PISANGAN BARU,38228
,,,,KAYU MANIS,30738
,,,,UTAN KAYU SELATAN,40190
,,,,UTAN KAYU UTARA,34148
,,,,GELORA,3842
,,,,BENDUNGAN HILIR,25619
,,,,KARET TENGSIN,23142
,,,,KEBON MELATI,41338
,,,,PETAMBURAN,40938
,,,,KEBON KACANG,25620
,,,,KAMPUNG BALI,13833
,,,,MENTENG,29347
,,,,PEGANGSAAN,27124
,,,,CIKINI,9913
,,,,GONDANGDIA,4580
,,,,KEBON SIRIH,15818
,,,,KENARI,11250
,,,,PASEBAN,29540
,,,,KRAMAT,36354
,,,,KWITANG,18670
,,,,SENEN,8310
,,,,BUNGUR,23014
,,,,JOHAR BARU,46409
,,,,KAMPUNG RAWA,27336
,,,,TANAH TINGGI,48016
,,,,GALUR,23250
,,,,RAWA SARI,25091
,,,,CEMPAKA PUTIH TIMUR,27979
,,,,CEMPAKA PUTIH BARAT,43432
,,,,HARAPAN MULYA,27722
,,,,CEMPAKA BARU,28281
,,,,SUMUR BATU,28028
,,,,SERDANG,38172
,,,,UTAN PANJANG,36690
,,,,KEBON KOSONG,39576
,,,,KEMAYORAN,25436
,,,,GUNUNG SAHARI SELATAN,24177
,,,,PASAR BARU,15373
,,,,GUNUNG SAHARI UTARA,20960
,,,,KARTINI,33100
,,,,KARANG ANYAR,31598
,,,,MANGGA DUA SELATAN,36153
,,,,CIDENG,20127
,,,,PETOJO SELATAN,17156
,,,,GAMBIR,3285
,,,,KEBON KELAPA,12543
,,,,PETOJO UTARA,21046
,,,,DURI PULO,25058
,,,,JOGLO,48718
,,,,SRENGSENG,53627
,,,,MERUYA SELATAN,38338
,,,,MERUYA UTARA,52447
,,,,KEMBANGAN SELATAN,32193
,,,,KEMBANGAN UTARA,65563
,,,,SUKABUMI SELATAN,45361
,,,,SUKABUMI UTARA,46566
,,,,KELAPA DUA,28405
,,,,KEBON JERUK,64347
,,,,DURI KEPA,72191
,,,,KEDOYA SELATAN,38816
,,,,KEDOYA UTARA,54572
,,,,PALMERAH,76620
,,,,SLIPI,20322
,,,,KEMANGGISAN,39107
,,,,KOTA BAMBU UTARA,30832
,,,,KOTA BAMBU SELATAN,26390
,,,,JATI PULO,35281
,,,,TANJUNG DUREN UTARA,20475
,,,,TANJUNG DUREN SELATAN,30210
,,,,TOMANG,36321
,,,,GROGOL,20588
,,,,JELAMBAR,36320
,,,,WIJAYA KESUMA,47661
,,,,JELAMBAR BARU,46661
,,,,KALIANYAR,29728
,,,,DURI SELATAN,17357
,,,,TANAH SEREAL,31865
,,,,DURI UTARA,24180
,,,,KRENDANG,24822
,,,,JEMBATAN BESI,36807
,,,,ANGKE,36090
,,,,JEMBATAN LIMA,25716
,,,,TAMBORA,12735
,,,,ROA MALAKA,4034
,,,,PEKOJAN,28161
,,,,KRUKUT,23471
,,,,MAPHAR,19572
,,,,TAMAN SARI,17366
,,,,TANGKI,15905
,,,,MANGGA BESAR,9188
,,,,KEAGUNGAN,21326
,,,,GLODOK,9003
,,,,PINANGSIA,73505
,,,,DURI KOSAMBI,92724
,,,,RAWA BUAYA,76755
,,,,KEDAUNG KALI ANGKE,39922
,,,,CENGKARENG TIMUR,97677
,,,,CENGKARENG BARAT,79171
,,,,SEMANAN,86544
,,,,KALIDERES,87438
,,,,PEGADUNGAN,88140
,,,,TEGAL ALUR,101137
,,,,KAMAL,63993
,,,,PREPEDAN,63993
,,,,KAMAL MUARA,19786
,,,,KAPUK MUARA,67663
,,,,PEJAGALAN,77234
,,,,PENJARINGAN,127193
,,,,PLUIT,54753
,,,,PADEMANGAN BARAT,92320
,,,,PADEMANGAN TIMUR,44354
,,,,ANCOL,29566
,,,,SUNTER AGUNG,86362
,,,,SUNTER JAYA,76215
,,,,PAPANGO,48321
,,,,WARAKAS,55509
,,,,SUNGAI BAMBU,36807
,,,,KEBON BAWANG,63340
,,,,TANJUNG PRIUK,43018
,,,,RAWABADAK SELATAN,51889
,,,,TUGU SELATAN,47878
,,,,TUGU UTARA,84457
,,,,LAGOA,73055
,,,,RAWABADAK UTARA,42594
,,,,KOJA,35453
,,,,KELAPA GADING BARAT,57428
,,,,KELAPA GADING TIMUR,41541
,,,,PEGANGSAAN DUA,59962
,,,,SUKA PURA,69353
,,,,ROROTAN,48981
,,,,MARUNDA,34532
,,,,CILINCING,54078
,,,,SEMPER TIMUR,43882
,,,,SEMPER BARAT,94840
,,,,KALI BARU,85065
,,,,DANAU SUNTER DLL,0
,,,,DANAU SUNTER,0
